,website,in_sfdc
916,active650.co.uk,True
917,afinepairofshoes.co.uk,True
918,aftershokz.co.uk,False
919,akenomyosei.co.uk,False
920,akirabrand.co.uk,False
921,akmiwear.co.uk,False
922,akvalves.uk,False
923,alameer.co.uk,False
924,alastrendy.co.uk,False
925,albanymae.co.uk,False
926,albertmontserrat.co.uk,True
927,albrands.co.uk,False
928,alchimiethe.co.uk,False
929,aldeals.co.uk,False
930,alderleydoghouse.co.uk,False
931,alectrofag.co.uk,True
932,alectrofagwholesale.co.uk,True
933,aleenasboutique.co.uk,True
934,alegree.co.uk,True
935,alepposoap.co.uk,False
936,alessandra-creations.co.uk,False
937,alexander-francis.co.uk,False
938,alexanderbutchers.co.uk,False
939,alexchristopher.co.uk,True
940,alfem.co.uk,False
941,alfieandbear.co.uk,False
942,alfiedouglas.co.uk,True
943,alfieetal.co.uk,False
944,alfiereid.co.uk,False
945,alfredandwilde.co.uk,False
946,algperformance.co.uk,False
947,alharamainperfumes.co.uk,False
948,aliceandblair.co.uk,True
949,alicedrawstheline.co.uk,False
950,aliceearly.co.uk,True
951,aliceinperfume.co.uk,False
952,alicelooking.co.uk,True
953,alicemayfashion.co.uk,True
954,alicementer.co.uk,True
955,aliceswonders.co.uk,False
956,alidasa.co.uk,False
957,alientechuk.co.uk,False
958,alifenewyork.co.uk,False
959,aligo.uk,False
960,alilacollection.co.uk,False
961,alimama.co.uk,False
962,alimento.co.uk,False
963,alinemobility.co.uk,True
964,alinkajewellery.co.uk,False
965,aliomarermes.co.uk,False
966,alisonscottupholstery.co.uk,False
967,alistairflemingdesign.co.uk,False
968,alistairr.co.uk,True
969,alittle-sparkle.co.uk,False
970,aliveanddirty.co.uk,False
971,alivedenim.co.uk,False
972,alke.co.uk,False
973,allayorganics.uk,False
974,allcoatelectrical.co.uk,False
975,allieandgrace.co.uk,False
976,allisonbryan.co.uk,True
977,allstarsdirect.co.uk,False
978,allstoreglobal.co.uk,False
979,aminemarket.uk,False
980,aromantic.co.uk,True
981,arthauss.co.uk,True
982,aspall.co.uk,True
983,avenue85.co.uk,True
984,aviela.co.uk,True
985,ecokindly.co.uk,False
986,elanskincare.co.uk,False
987,epicwaterfilters.co.uk,False
988,magentaflowers.co.uk,False
989,magnumtattoosupplies.co.uk,False
990,manukadoctor.co.uk,False
991,maskhouse.co.uk,True
992,massaesthetics.co.uk,False
993,matchaworks.co.uk,False
994,millionairesmile.co.uk,False
995,mondessert.co.uk,False
996,msxbuytradesell.co.uk,False
997,muckbootcompany.co.uk,False
998,munchkinandbear.co.uk,False
999,mxwholesale.co.uk,False
1000,100-percent.co.uk,False
1001,100mlbottles.co.uk,False
1002,100prints.co.uk,False
1003,111skin.co.uk,False
1004,11years.co.uk,False
1005,121pharmacy.co.uk,False
1006,1314designs.co.uk,False
1007,143.co.uk,True
1008,1683chocolateplace.co.uk,False
1009,16supportstore.co.uk,False
1010,174clothing.co.uk,False
1011,1kwords.co.uk,False
1012,1moreuk.co.uk,False
1013,1stclick.co.uk,True
1014,backyardgardener.co.uk,False
1015,bargainfoods.co.uk,False
1016,baylanguagebooks.co.uk,False
1017,bazaartents.co.uk,True
1018,bazar.co.uk,False
1019,bbeliquid.co.uk,False
1020,bblingerie.co.uk,False
1021,bbnew.co.uk,False
1022,bboutique.co.uk,False
1023,bbqandsmoke.co.uk,False
1024,bbxfitness.co.uk,False
1025,bcedirect.co.uk,False
1026,bcstrength.co.uk,True
1027,bctshop.co.uk,False
1028,bcvpersonalised.co.uk,False
1029,bddance.co.uk,False
1030,beachandbody.co.uk,False
1031,beadancewear.co.uk,False
1032,beadzgalore.co.uk,False
1033,beanandgrain.co.uk,False
1034,beanbear.co.uk,False
1035,beanhivecoffee.co.uk,False
1036,beansmoking.co.uk,False
1037,bear-brosclothing.co.uk,False
1038,bear-head.co.uk,False
1039,bearandbeangiftware.co.uk,False
1040,bearandbloomshop.co.uk,True
1041,bearbott.co.uk,False
1042,bearcarcare.co.uk,False
1043,beardandbones.co.uk,False
1044,beardsanddaisies.co.uk,True
1045,bearfootjj.co.uk,False
1046,beargarden.co.uk,False
1047,bearinmindboxes.co.uk,False
1048,bearrose.uk,False
1049,bearstrength.co.uk,True
1050,bearvalleycompany.co.uk,False
1051,beastgear.co.uk,False
1052,beastsboutique.co.uk,False
1053,beastwipes.co.uk,False
1054,beau-ti-ful.co.uk,True
1055,beauartinteriors.co.uk,False
1056,beaubakers.co.uk,False
1057,beauduree.co.uk,False
1058,beaulook.co.uk,False
1059,beauloves.co.uk,False
1060,beaumontandbear.co.uk,False
1061,beautibrow.co.uk,False
1062,beautificationboutique.co.uk,False
1063,beautiful-living.co.uk,False
1064,beautifulbeginningsbabyboutique.co.uk,False
1065,beautifulboho.co.uk,False
1066,beautizone.co.uk,False
1067,beautologyshop.co.uk,False
1068,beauty-bargains.co.uk,False
1069,beauty28.co.uk,True
1070,beautyallaccess.co.uk,False
1071,beautyandseoul.co.uk,True
1072,beautyandthebutton.co.uk,False
1073,beautybanana.co.uk,False
1074,beautyboy.co.uk,False
1075,beautybypost.co.uk,False
1076,beautybytabitha.co.uk,False
1077,beautycooler.co.uk,False
1078,beautyfresh.co.uk,False
1079,beautyfromthesea.co.uk,True
1080,beautyfulltime.co.uk,False
1081,beautygold.co.uk,False
1082,beautyhair.co.uk,True
1083,beautyiam.co.uk,False
1084,beautykitchen.co.uk,True
1085,beautykubes.co.uk,True
1086,beautyloungehair.co.uk,False
1087,beautynmakeup.co.uk,False
1088,beautypowershop.co.uk,False
1089,beautyscentscandles.co.uk,False
1090,beautyshopuk.co.uk,False
1091,beautysourcedstore.co.uk,False
1092,beautystationery.co.uk,False
1093,beautystores.co.uk,False
1094,beautystudioimages.co.uk,False
1095,beautytables.co.uk,False
1096,beauxsoul.co.uk,False
1097,beaverframes.co.uk,False
1098,bench.co.uk,True
1099,bestgymequipment.co.uk,True
1100,bitmapbooks.co.uk,True
1101,blackmambagloves.co.uk,True
1102,bluestreakcrystals.co.uk,False
1103,bluewomensclothing.co.uk,True
1104,botanycl.co.uk,True
1105,boutiquesecondlife.co.uk,True
1106,brandsdirect.co.uk,False
1107,build4less.co.uk,True
1108,catherinetough.co.uk,True
1109,chronopolis.co.uk,True
1110,chuxx.co.uk,False
1111,classicbagsinbloom.co.uk,False
1112,clearpods.co.uk,False
1113,comfybear.co.uk,False
1114,cvpilots.co.uk,True
1115,naeco.co.uk,True
1116,nalone.co.uk,False
1117,nectarsleep.co.uk,False
1118,newverest.co.uk,False
1119,niococktails.co.uk,False
1120,notebeauty.co.uk,False
1121,nuzest.co.uk,True
1122,oliviabarnes.co.uk,False
1123,ordrs.co.uk,False
1124,origincoffee.co.uk,True
1125,outhebox.co.uk,False
1126,thefashionbible.co.uk,True
1127,thegiveawayguys.co.uk,False
1128,thejacksons.co.uk,False
1129,thelaceco.co.uk,False
1130,thelightinggalleryshop.co.uk,False
1131,themosquitocompany.co.uk,False
1132,thepropersoapcompany.co.uk,False
1133,thisissleep.co.uk,False
1134,trafficpeople.co.uk,True
1135,trendsavvy.co.uk,False
1136,360-dental.co.uk,True
1137,360sterile.co.uk,False
1138,365vitamins.co.uk,False
1139,iguana-display.co.uk,False
1140,ihear.co.uk,False
1141,ihearttravelart.co.uk,False
1142,iheartunique.co.uk,False
1143,ihometechnology.co.uk,False
1144,ihsecuritysystems.co.uk,False
1145,ikkara.co.uk,False
1146,ikochic.co.uk,False
1147,ilashlab.co.uk,False
1148,ilfattore.co.uk,False
1149,ilhwa.co.uk,False
1150,ilikeitalianfood.co.uk,False
1151,ilikewear.co.uk,False
1152,ilite.co.uk,True
1153,illusioner.co.uk,False
1154,ilovecashmere.co.uk,True
1155,ilovecrafty.co.uk,False
1156,ilovemaps.co.uk,False
1157,ilovepins.co.uk,False
1158,ilovesciencestore.co.uk,False
1159,iloveslipfree.co.uk,False
1160,ilovesweetsntreats.co.uk,False
1161,ils.org.uk,True
1162,ilveappliances.co.uk,False
1163,ivychicboutique.co.uk,True
1164,ivyupcycling.co.uk,False
1165,iwaactive.co.uk,False
1166,iwantin.co.uk,False
1167,iwants.co.uk,False
1168,iwantthatpresent.co.uk,False
1169,iwillbrand.co.uk,False
1170,ixchelclothing.co.uk,False
1171,iyna.co.uk,True
1172,iyoho.co.uk,False
1173,88tech.co.uk,False
1174,8ball.co.uk,True
1175,99bodyfit.uk,False
1176,9figures.co.uk,False
1177,9for9.co.uk,True
1178,d1nutrition.co.uk,False
1179,d3fitness.co.uk,False
1180,d6collection.co.uk,False
1181,daals.co.uk,False
1182,dabatag.co.uk,False
1183,dablab.co.uk,False
1184,dacrunning.co.uk,False
1185,daddysvapor.co.uk,False
1186,daelimparts.co.uk,False
1187,daeling.co.uk,False
1188,daffodowndilly.co.uk,True
1189,dafoly.co.uk,False
1190,daftboy.uk,True
1191,dagoodi.uk,False
1192,dailydiscountstore.co.uk,False
1193,dailyvapes.co.uk,False
1194,daimonbarber.co.uk,True
1195,daintycharactercrafts.co.uk,False
1196,daintydelilah.co.uk,False
1197,daintyedge.co.uk,True
1198,daintyrocks.co.uk,False
1199,dairywarehouse.co.uk,False
1200,daisiboocandles.co.uk,False
1201,daisy-melts.co.uk,False
1202,daisyandbump.co.uk,False
1203,daisyandgrace.co.uk,False
1204,daisyandgrace.uk,False
1205,daisybellerose.co.uk,False
1206,daisyhut.co.uk,False
1207,daisypark.co.uk,True
1208,daisystreet.co.uk,True
1209,daith.co.uk,False
1210,dalbyhomeinteriors.co.uk,False
1211,daleymelts.co.uk,False
1212,daliartmarket.co.uk,False
1213,dalin.co.uk,True
1214,daltonsonline.co.uk,False
1215,damak.co.uk,True
1216,damase.co.uk,False
1217,damazonia.uk,False
1218,damesanddimes.co.uk,True
1219,dampaway.co.uk,False
1220,damsdirect.co.uk,False
1221,damselboutique.co.uk,True
1222,danalf.co.uk,False
1223,danceroom.co.uk,False
1224,dancers-world.co.uk,False
1225,dancesuttoncoldfield.co.uk,False
1226,dancingleopard.co.uk,True
1227,dandieanddot.co.uk,False
1228,dandsfashion.co.uk,False
1229,dangerfieldmills.co.uk,False
1230,dango-design.co.uk,False
1231,dani-ella-aromas.co.uk,True
1232,daniellefoster.co.uk,False
1233,daniledo.co.uk,False
1234,danksy-arts.co.uk,False
1235,danmade.co.uk,True
1236,danon-jewellery.co.uk,False
1237,danutrition.co.uk,True
1238,dasoutdoors.co.uk,False
1239,data-8.co.uk,False
1240,designb.co.uk,False
1241,diva-world.co.uk,False
1242,dollywears.co.uk,True
1243,drorganic.co.uk,False
1244,haws.co.uk,True
1245,hempamed.co.uk,False
1246,higomore.co.uk,False
1247,homegymsupply.co.uk,False
1248,huntthemoon.co.uk,True
1249,linencupboard.co.uk,False
1250,longseainvogue.co.uk,False
1251,lordtitles.co.uk,False
1252,raystitch.co.uk,False
1253,recovapro.co.uk,False
1254,reiju.co.uk,False
1255,retrogamerheaven.uk,True
1256,runactive.co.uk,True
1257,zoevacosmetics.co.uk,False
1258,zside.co.uk,False
1259,60acres.co.uk,False
1260,66fit.co.uk,False
1261,6i9.co.uk,True
1262,6ixcollection.co.uk,False
1263,6less.co.uk,False
1264,6mmammo.co.uk,False
1265,6tn.co.uk,False
1266,70prints.co.uk,False
1267,759dp.co.uk,False
1268,7artisans.co.uk,False
1269,7bags.co.uk,True
1270,7clothing.co.uk,True
1271,7tera.co.uk,False
1272,7twenty.co.uk,True
1273,7waystrading.co.uk,False
1274,f45equipment.co.uk,False
1275,f45store.co.uk,False
1276,fabazaar.co.uk,False
1277,fabbox.co.uk,False
1278,fabfinds.co.uk,True
1279,fablittlegiftshop.co.uk,False
1280,fablou.co.uk,False
1281,fabric-styles.co.uk,False
1282,fabricandribbon.co.uk,False
1283,fabricateshop.co.uk,False
1284,fabricbazaar.co.uk,True
1285,fabricfashionstore.co.uk,False
1286,fabrichq.co.uk,True
1287,fabriclove.co.uk,False
1288,fabricmagpie.co.uk,False
1289,fabricmouse.co.uk,True
1290,fabricofstyle.co.uk,False
1291,fabricsgalore.co.uk,True
1292,fabricshack.co.uk,True
1293,fabricsignguys.co.uk,False
1294,fabriques.co.uk,False
1295,fabulousflatpack.co.uk,False
1296,fabulousmakeup.co.uk,True
1297,fabulousplanning.co.uk,False
1298,faceall.co.uk,False
1299,faceandco.co.uk,False
1300,faceboxer.co.uk,False
1301,facecounter.co.uk,False
1302,facecova.co.uk,False
1303,faceliftcleaning.co.uk,False
1304,facemaskfashion.co.uk,False
1305,facemaskuk2020.co.uk,False
1306,facemaskweb.co.uk,False
1307,faceshieldsdirect.co.uk,False
1308,facesilk.co.uk,False
1309,factoryoutlet.co.uk,False
1310,factoryoutletsofasuperstore.co.uk,False
1311,factorysupplements.co.uk,True
1312,faebles.co.uk,False
1313,faerhaas.co.uk,False
1314,fair-grounds.org.uk,True
1315,fairlyodd.co.uk,False
1316,fairyspark.co.uk,False
1317,fairysteps.co.uk,False
1318,fairytalefavours.co.uk,False
1319,fairytaleromance.co.uk,False
1320,faithandboomelts.co.uk,False
1321,faithandsons.co.uk,False
1322,falcon-hotel.co.uk,False
1323,fallenangel-s.co.uk,False
1324,fallonk.co.uk,False
1325,faloyster.co.uk,False
1326,fameandfunki.co.uk,False
1327,famedrinks.co.uk,False
1328,famgizmo.co.uk,False
1329,family-furnishings.co.uk,False
1330,familywindow.co.uk,False
1331,fanaticssupplies.co.uk,False
1332,fanattik.co.uk,False
1333,fancy-tapes.co.uk,False
1334,fancydresssupplies.co.uk,False
1335,fancyfashions.co.uk,True
1336,fancyland.co.uk,False
1337,fancyrugs.co.uk,True
1338,fancysip.co.uk,False
1339,fandbinternational.co.uk,False
1340,fanframes.co.uk,True
1341,fantasticanimals.co.uk,False
1342,fantasticgymnastics.co.uk,True
1343,fila.co.uk,True
1344,flxnfashion.co.uk,False
1345,flydoh.co.uk,False
1346,flyflot.co.uk,True
1347,flyicarus.co.uk,False
1348,flyingbeautiful.co.uk,True
1349,flyingfatsheep.co.uk,False
1350,flylegsup.co.uk,False
1351,flyoptical.co.uk,False
1352,fmconline.co.uk,False
1353,fnflyfishing.co.uk,False
1354,foamie.co.uk,False
1355,focusperformance.co.uk,True
1356,focuspocus.co.uk,True
1357,fodmarket.co.uk,True
1358,fodyfoods.co.uk,False
1359,foenixapparel.co.uk,False
1360,fokuss.co.uk,False
1361,foldabox.co.uk,True
1362,foldingbeds.co.uk,False
1363,foldsmart.co.uk,True
1364,folkandthefox.co.uk,False
1365,folkinteriors.co.uk,False
1366,fonesalesman.co.uk,False
1367,fonezone.uk,False
1368,foodat52.co.uk,True
1369,foodbysumear.co.uk,True
1370,foodcirclesupermarket.co.uk,True
1371,foodforfoodies.co.uk,False
1372,footlightsdancestagewear.co.uk,True
1373,footsoreminiatures.co.uk,True
1374,footy-cards.co.uk,False
1375,forzasupplements.co.uk,True
1376,gamers247.co.uk,True
1377,gentlyelephant.co.uk,True
1378,gltc.co.uk,True
1379,golfbuddy.co.uk,False
1380,goplaces.co.uk,True
1381,panelcompany.co.uk,False
1382,pd.co.uk,False
1383,peachesandscreams.co.uk,False
1384,phytoplus.co.uk,False
1385,poochandmutt.co.uk,True
1386,portabletechnology.co.uk,False
1387,printchimp.co.uk,True
1388,printermods.co.uk,False
1389,promdress.me.uk,False
1390,punktofunkheaven.co.uk,False
1391,warmday.co.uk,False
1392,whitesbeaconsfield.co.uk,True
1393,winkdeluxe.co.uk,False
1394,winternational.co.uk,False
1395,wizardwear.co.uk,False
1396,xtremeautoaccessories.co.uk,False
1397,yumove.co.uk,False
1398,a2zbeauty.co.uk,False
1399,a2zrug.co.uk,True
1400,aabecreative.co.uk,True
1401,aaeventsonline.co.uk,False
1402,aajaphotoprops.co.uk,False
1403,aandbsupply.co.uk,False
1404,aasportswear.co.uk,False
1405,aatu.co.uk,False
1406,aayat.co.uk,False
1407,actacrown.co.uk,True
1408,actionfordeafness.org.uk,True
1409,actionslotracing.co.uk,False
1410,active-silver.co.uk,False
1411,active-workwear.co.uk,True
1412,activebottle.co.uk,False
1413,activecarestore.co.uk,False
1414,activedesks.co.uk,True
1415,activefitnessco.co.uk,True
1416,activelux.co.uk,False
1417,activeoutdoorguru.co.uk,False
1418,activeroot.co.uk,False
1419,acuriousgift.co.uk,True
1420,adagedance.co.uk,True
1421,adamsattic.co.uk,False
1422,adamsdetailingshop.co.uk,False
1423,adarkershade.co.uk,False
1424,adasatticvintage.co.uk,False
1425,adawa.co.uk,False
1426,addwigs.co.uk,False
1427,adexe.co.uk,True
1428,adhock.co.uk,False
1429,adkn.co.uk,True
1430,admire-furnishings.co.uk,False
1431,admireit.co.uk,False
1432,adorabelleboutique.co.uk,False
1433,adorablecushions.co.uk,True
1434,adorablethings.co.uk,False
1435,adorabletots.co.uk,False
1436,adorebrides.co.uk,False
1437,ads-coffee-supplies.co.uk,True
1438,adscale.co.uk,False
1439,adultplanet.co.uk,False
1440,aduv.co.uk,True
1441,advancedengraving.co.uk,False
1442,advantage-catering-equipment.co.uk,True
1443,adventcards.co.uk,False
1444,adventurebeer.co.uk,False
1445,adventuremonkeys.co.uk,False
1446,adventurepatch.co.uk,False
1447,adventuresintea.co.uk,True
1448,adventurousink.co.uk,False
1449,adyn.co.uk,False
1450,aecre.co.uk,False
1451,aedelhard.co.uk,False
1452,aeonleather.co.uk,False
1453,aerende.co.uk,True
1454,aerialattire.co.uk,False
1455,aeroelite.co.uk,False
1456,afewhometruths.co.uk,True
1457,affixitcraft.co.uk,True
1458,affordablewine.co.uk,True
1459,afgolfstore.co.uk,False
1460,afhtradeportal.co.uk,False
1461,afkgaming.co.uk,False
1462,aflywentby.co.uk,False
1463,africanfabs.co.uk,False
1464,afrikandy.co.uk,False
1465,amomentarypause.co.uk,False
1466,amperbike.co.uk,False
1467,ampersandcandles.co.uk,False
1468,amproducts.co.uk,False
1469,amrcoffeepods.co.uk,False
1470,amritanutrition.co.uk,True
1471,amscope.co.uk,False
1472,amtechrange.co.uk,False
1473,amwrap.co.uk,True
1474,amysattic.co.uk,False
1475,amyscottdesign.co.uk,True
1476,anaheart.co.uk,True
1477,anaiak.co.uk,False
1478,analoguewonderland.co.uk,True
1479,ananaspetit.co.uk,False
1480,anandalifestyle.co.uk,False
1481,anastasia-warton.co.uk,False
1482,anayahjewellery.co.uk,False
1483,anburis.co.uk,True
1484,ancientchemistry.uk,False
1485,andagift.co.uk,False
1486,andaseat.co.uk,False
1487,andchocolate.co.uk,False
1488,andersonsthemesanddreams.co.uk,True
1489,andieonline.co.uk,False
1490,andmead.co.uk,False
1491,andreagarland.co.uk,False
1492,andreasveg.co.uk,True
1493,andsoda.co.uk,False
1494,andsons.co.uk,False
1495,andysairplants.co.uk,False
1496,andysvapeshop.co.uk,False
1497,andythomasartworks.co.uk,False
1498,anene.co.uk,True
1499,mytrueface.uk,False
1500,bargainbazaaruk.co.uk,False
1501,bargainsbonanza.co.uk,False
1502,baselift.co.uk,True
1503,basickidsco.co.uk,False
1504,basicsense.co.uk,False
1505,basicwelding.co.uk,True
1506,basingstokemassageroom.co.uk,False
1507,basketballengland.co.uk,False
1508,basply.uk,False
1509,bassbeast.co.uk,False
1510,bassboutique.co.uk,False
1511,batela-giftware.co.uk,False
1512,batesgoldsmiths.co.uk,True
1513,bath-indulgence.co.uk,False
1514,bathroom-wisdom.co.uk,False
1515,bathsandshowers.co.uk,False
1516,bathshebasurf.co.uk,False
1517,bathtastic.co.uk,False
1518,bathwithstyle.co.uk,False
1519,batpods.co.uk,False
1520,battersea.org.uk,True
1521,batterycandles.co.uk,False
1522,batteryclerk.co.uk,True
1523,batterycontroller.co.uk,False
1524,batteryforce.co.uk,False
1525,batteryfree.co.uk,False
1526,battlebootcamp.co.uk,False
1527,battleorders.co.uk,False
1528,bauernutrition.co.uk,False
1529,baxlar.co.uk,False
1530,baxtersgallery.co.uk,True
1531,baydeliveries.co.uk,False
1532,bayraw.co.uk,False
1533,baythornewines.co.uk,False
1534,beansandboards.co.uk,False
1535,bearmade.co.uk,False
1536,beautifuldinosaur.co.uk,False
1537,beautybioscience.co.uk,False
1538,beautyscentscandles4trade.co.uk,False
1539,beautyspice.co.uk,False
1540,beautyszn.co.uk,False
1541,bebebonito.co.uk,False
1542,bebeetoile.co.uk,False
1543,bebemoda.co.uk,True
1544,bebopanda.co.uk,False
1545,bebuz.co.uk,False
1546,becobabycarrier.co.uk,False
1547,becomeauthenticallyyou.co.uk,False
1548,bedandbathlinen.co.uk,False
1549,bedconcept.co.uk,False
1550,bedcreed.co.uk,False
1551,beddable.co.uk,True
1552,bedefiantclothing.co.uk,False
1553,bedfordshirephonesales.co.uk,True
1554,bedhive.co.uk,False
1555,bedkings.co.uk,True
1556,bedmattressfactory.co.uk,True
1557,bedmattressstore.co.uk,False
1558,bednbutter.co.uk,False
1559,bedrockgin.co.uk,False
1560,bedroom365.co.uk,False
1561,bedroomster.co.uk,False
1562,beduniverse.co.uk,False
1563,bedznextday.co.uk,False
1564,bee-boutique.co.uk,False
1565,bee-ginning.co.uk,False
1566,bee4bee.co.uk,False
1567,beeandyou.co.uk,False
1568,beeboobuzz.co.uk,False
1569,beeconservation.org.uk,False
1570,beeeast.co.uk,False
1571,beegood.co.uk,True
1572,beegreenwraps.co.uk,True
1573,beehappyaromas.co.uk,False
1574,beemat.co.uk,False
1575,beer-coolers.co.uk,True
1576,beer-delivery.co.uk,False
1577,beerdevils.co.uk,False
1578,beerpronto.co.uk,False
1579,beertoyou.co.uk,False
1580,beerzoo.co.uk,False
1581,beespoked.co.uk,False
1582,beeswaxwrap.co.uk,False
1583,beesybox.co.uk,True
1584,beewholesome.co.uk,False
1585,befabulousbeauty.co.uk,False
1586,befood.co.uk,False
1587,beforbeauty.co.uk,True
1588,beforestudio.co.uk,False
1589,beglamcollections.co.uk,False
1590,behappytoday.co.uk,False
1591,behe.co.uk,False
1592,belgianwafflemaker.co.uk,True
1593,bellaboutiqueco.co.uk,False
1594,bellamae.co.uk,False
1595,belleandbee.co.uk,False
